Crop Name	Predicted	Y_Test	Diff
Rocks1_32_1_3.npz	0.3310643434524536	1.4859207681670161	-1.1548564247145625
Aloe_18_0_3.npz	0.6313729882240295	1.3144856836440457	-0.6831126954200162
Midd1_25_1_3.npz	1.0946155786514282	0.43451894574818156	0.6600966329032467
Lampshade1_11_0_1.npz	0.5872696042060852	0.1335328863748158	0.4537367178312694
Midd1_38_0_1.npz	1.2311660051345825	1.4818018053622413	-0.25063580022765874
Monopoly_25_1_0.npz	0.442119300365448	0.6657630128184342	-0.2236437124529862
Cloth4_14_0_3.npz	1.192068099975586	0.9118589514096704	0.2802091485659155
Baby2_28_1_0.npz	0.8876364231109619	0.670297957871626	0.21733846523933587
Rocks1_22_1_2.npz	0.8903177380561829	0.8622635178993842	0.028054220156798704
Baby3_0_0_2.npz	1.0882844924926758	0.9193403321013622	0.16894416039131355
Rocks1_0_1_0.npz	0.8279076218605042	0.7192878170609431	0.10861980479956101
Cloth1_32_0_2.npz	1.3687551021575928	1.4939674900639122	-0.1252123879063194
Bowling1_3_1_1.npz	0.7634543776512146	0.6158496506176108	0.14760472703360383
Wood1_5_1_1.npz	1.2618340253829956	1.2875179457014807	-0.0256839203184851
Lampshade1_31_0_3.npz	0.4495709538459778	0.42589262832478064	0.02367832552119714
Rocks2_4_0_3.npz	0.05599652975797653	0.020768009262273346	0.035228520495703186
Midd2_3_0_2.npz	0.8249474763870239	1.1461072145172055	-0.3211597381301816
Rocks2_15_1_3.npz	1.1599758863449097	1.2618369546324373	-0.10186106828752761
Plastic_2_1_3.npz	0.7674961686134338	1.2169577533113247	-0.4494615846978909
Plastic_34_1_4.npz	0.8006634712219238	0.9161149804498019	-0.11545150922787806
Wood2_34_1_4.npz	1.095686674118042	1.1212478195824571	-0.025561145464415125
Flowerpots_36_0_0.npz	0.7892826199531555	1.125051491009887	-0.3357688710567315
Wood1_34_1_4.npz	0.06975722312927246	0.004557504882210017	0.06519971824706244
Flowerpots_12_0_1.npz	1.222922921180725	1.2608291734872554	-0.03790625230653033
Cloth3_29_1_1.npz	1.1214796304702759	1.0043582862572518	0.11712134421302411
Bowling1_32_1_2.npz	0.3445589542388916	0.4061551188185318	-0.06159616457964018
Bowling2_38_1_3.npz	0.9874100685119629	0.9763350501733659	0.011075018338597031
Baby1_18_1_4.npz	1.2094414234161377	1.251771449010068	-0.04233002559393029
Wood1_16_0_4.npz	1.299954891204834	1.4204051310422228	-0.12045023983738878
Wood2_21_1_4.npz	0.5922291278839111	0.8025169172606126	-0.21028778937670145
Monopoly_18_1_2.npz	1.0023201704025269	1.215481740827777	-0.21316157042525008
Rocks1_4_0_0.npz	0.4223633408546448	0.5430916996311801	-0.12072835877653532
Rocks2_31_0_4.npz	1.4264767169952393	1.3982660132936156	0.028210703701623707
Wood2_38_0_4.npz	1.225026249885559	1.3117303569764878	-0.08670410709092868
Baby3_21_0_2.npz	0.8886160254478455	0.8111645772040181	0.07745144824382733
Lampshade2_32_1_4.npz	0.7965532541275024	0.796947036063893	-0.00039378193639061365
Lampshade2_34_1_4.npz	0.32784175872802734	0.5506545681970589	-0.2228128094690316
Cloth3_3_0_3.npz	0.22359894216060638	0.3371663849768668	-0.11356744281626041
Cloth2_29_0_3.npz	0.9493972659111023	1.0439189817619925	-0.0945217158508902
Baby3_30_1_0.npz	1.2675443887710571	1.1579554692243799	0.10958891954667727
Flowerpots_20_0_0.npz	0.36358460783958435	0.40060771872943995	-0.037023110889855604
Cloth1_38_0_0.npz	1.296494483947754	1.3562318103586422	-0.05973732641088825
Bowling2_1_1_0.npz	0.15947537124156952	0.19870486206091748	-0.039229490819347956
Midd1_34_1_4.npz	0.8385013937950134	0.5213800229076204	0.317121370887393
Flowerpots_21_1_2.npz	1.297160029411316	1.3219479641655467	-0.0247879347542308
Rocks2_11_1_0.npz	0.9160662889480591	0.8066672014160996	0.10939908753195948
Aloe_6_0_3.npz	1.0243327617645264	0.8931450903761173	0.13118767138840903
Lampshade2_20_0_2.npz	1.183727502822876	1.4661346921138012	-0.28240718929092523
Lampshade2_31_1_3.npz	0.3696579337120056	0.463815387222788	-0.09415745351078236
